Id,Total Compensation
796,147817.8708
797,14476.52458
798,53640.01449
799,99038.1038
800,148664.2604
801,47090.3296
802,70878.53783
803,134838.3495
804,128244.8501
805,129994.9341
806,-2266.772004
807,147048.2574
808,5240.514217
809,126903.2327
810,58287.886
811,4902.526677
812,52581.51389
813,2896.290224
814,2261.940675
815,194835.2864
816,112083.5624
817,3227.596379
818,168739.8188
819,68362.35395
820,1877.639659
821,2410.857545
822,93575.45483
823,220998.4157
824,96.62348953
825,27767.09636
826,2588.736878
827,58159.59686
828,4361.170471
829,1637.911238
830,68572.42913
831,2558.583925
832,110690.3203
833,226700.7027
834,108735.8481
835,5501.662308
836,2601.074994
837,123048.0904
838,79761.01937
839,161466.2112
840,10203.82333
841,56624.2384
842,317.6440309
843,80593.29076
844,4596.827575
845,128363.5436
846,39214.51978
847,1502.490375
848,30992.07332
849,48267.44584
850,103177.2093
851,117938.8495
852,-6301.007256
853,161213.4996
854,3669.286808
855,112466.5773
856,-2206.503675
857,176038.1908
858,118807.9762
859,7094.69517
860,12412.52006
861,1843.413092
862,6289.172669
863,3272.64804
864,172711.86
865,1681.770838
866,183190.5358
867,116649.1494
868,50684.91756
869,323012.0275
870,128963.04
871,14638.7746
872,4655.66487
873,141528.1753
874,10767.98279
875,52239.94101
876,19421.67351
877,2761.508125
878,116101.1336
879,68405.35691
880,3943.696342
881,-410.049666
882,97722.15026
883,25537.19165
884,161799.6866
885,102616.5396
886,-5967.934315
887,58619.43641
888,-44.20129162
889,25389.13714
890,114538.8051
891,110068.1472
892,159776.4726
893,146726.7732
894,1934.296884
895,114594.1803
896,50331.71434
897,123527.044
898,77949.01764
899,-143.5817094
900,8036.596443
901,137783.5404
902,52057.78042
903,120477.157
904,145749.5622
905,-3225.4871
906,93613.76695
907,125082.0949
908,70072.06999
909,112108.0403
910,155770.6304
911,30175.78076
912,8943.170313
913,18026.39092
914,-1061.613252
915,129373.4061
916,226833.2897
917,1859.616015
918,51321.03072
919,132123.1061
920,1107.393731
921,6530.148468
922,115488.9479
923,117437.1271
924,142981.8798
925,45531.79189
926,14903.77522
927,7248.812586
928,142965.2439
929,247636.7001
930,145970.3685
931,5364.95174
932,31730.20788
933,2421.000248
934,102524.2872
935,112889.8595
936,113858.8646
937,4623.078388
938,108879.5791
939,1640.563193
940,-2148.011876
941,80811.90626
942,-1499.613586
943,130002.6901
944,64916.04619
945,-2252.424658
946,-1402.469022
947,50124.07411
948,257321.1483
949,2124.114845
950,9769.699949
951,98676.5479
952,14952.28414
953,770.6697837
954,2848.962271
955,102790.1142
956,70732.03633
957,2291.150248
958,-428.5692015
959,2562.893428
960,-2106.047875
961,118052.234
962,172158.8553
963,206617.9114
964,169195.7907
965,-2911.530053
966,125341.9641
967,46716.75681
968,59912.47192
969,120047.0446
970,162352.6877
971,-78.81687716
972,121951.2393
973,166758.7091
974,141728.6902
975,118176.7641
976,135022.2931
977,213735.7351
978,180456.7597
979,6391.000394
980,171493.7933
981,19332.11089
982,219187.2039
983,2397.457287
984,159634.0536
985,328196.9514
986,4352.413817
987,527.9818335
988,40884.59063
989,103871.5706
990,140866.2431
991,14469.74031
992,32363.91085
993,2517.662236
994,33178.74431
995,200188.243
996,111195.931
997,263988.6463
998,71217.96522
999,91200.92237
1000,123171.998
1001,144455.9914
1002,-5946.012731
1003,108309.4099
1004,3034.738427
1005,78529.5965
1006,4092.677566
1007,30192.28319
1008,184145.4448
1009,22500.40984
1010,6379.664196
1011,64122.6614
1012,93753.65547
1013,146094.2857
1014,111746.6356
1015,197161.0619
1016,12119.11177
1017,67476.34256
1018,134010.5119
1019,43215.33276
1020,154315.8537
1021,601.1540414
1022,8358.690785
1023,8940.562925
1024,199256.0711
1025,-1249.400074
1026,118147.7746
1027,64559.42822
1028,173764.1894
1029,87667.04038
1030,117119.5283
1031,-2126.861197
1032,141944.5998
1033,1688.332213
1034,5838.415591
1035,95397.36799
1036,94633.88382
1037,87935.8302
1038,142562.4581
1039,31744.04424
1040,40892.11995
1041,188892.1478
1042,164730.7962
1043,91865.25828
1044,103067.1177
1045,241830.1861
1046,13009.3466
1047,160389.5421
1048,99105.97952
1049,138075.1855
1050,132729.1649
1051,67718.45012
1052,203804.2936
1053,172897.9622
1054,11255.35379
1055,2078.675856
1056,143295.1856
1057,120753.5916
1058,7790.611884
1059,3348.573325
1060,2455.039483
1061,1268.034117
1062,18751.12321
1063,7518.79639
1064,110140.4079
1065,72946.55497
1066,593.7473247
1067,118912.268
1068,-3321.045295
1069,117564.5048
1070,-3515.5905
1071,33887.61456
1072,9951.802935
1073,94261.54806
1074,-2005.062763
1075,-872.0907965
1076,4694.523309
1077,225549.6111
1078,77984.99644
1079,179531.0105
1080,172966.7667
1081,860.8438024
1082,180444.6266
1083,140405.9851
1084,189025.037
1085,225352.1303
1086,21682.62871
1087,144678.7636
1088,87698.58289
1089,166872.6705
1090,31484.98441
1091,254164.8726
1092,189554.2939
1093,10163.0505
1094,40281.92714
1095,3159.371748
1096,31803.39729
1097,191070.0262
1098,9926.833477
1099,3427.130848
1100,79462.65204
1101,99416.42782
1102,305524.4709
1103,158336.2739
1104,10892.24667
1105,101219.0034
1106,171058.115
1107,-1254.940554
1108,64560.82397
1109,7655.43139
1110,151903.8897
1111,135978.0191
1112,192875.7193
1113,162329.9386
1114,-952.7797751
1115,101298.9089
1116,118766.9019
1117,167806.8561
1118,37981.29602
1119,27716.97411
1120,103811.6676
1121,116669.3881
1122,246848.0029
1123,4069.611799
1124,109593.1539
1125,115824.356
1126,7875.957743
1127,67985.72132
1128,16688.39563
1129,224083.1852
1130,92108.79079
1131,143859.7745
1132,105816.8347
1133,38743.07391
1134,5884.51359
1135,1339.829085
1136,-697.0743359
1137,154754.2199
1138,79353.54695
1139,212.0534099
1140,88424.33098
1141,23367.20864
1142,2004.363
1143,113946.5738
1144,2204.981446
1145,-170.0938845
1146,58762.31568
1147,101079.4929
1148,187415.2793
1149,252538.2681
1150,149304.3915
1151,81516.48609
1152,-3562.761146
1153,343839.1713
1154,210163.636
1155,4063.820051
1156,186272.4363
1157,142052.7682
1158,95631.79706
1159,136037.4872
1160,126782.3726
1161,156531.7604
1162,-5540.982373
1163,45974.79095
1164,124093.1013
1165,40101.22621
1166,141019.7065
1167,52690.34368
1168,322312.114
1169,144487.1943
1170,-3305.176277
1171,98089.34719
1172,4668.01603
1173,8164.238068
1174,172296.1258
1175,-816.5508245
1176,-339.6004782
1177,1529.36261
1178,29475.80321
1179,123978.7882
1180,4757.049211
1181,56386.46745
1182,22954.68661
1183,34978.08654
1184,-553.6305122
1185,82476.74976
1186,154489.7379
1187,2867.271768
1188,120486.466
1189,13054.45937
1190,148571.5381
1191,-147.645567
1192,800.1575052
1193,29151.22433
1194,56103.00695
1195,114311.7894
1196,103120.6809
1197,1772.484022
1198,64762.22851
1199,136281.9293
1200,135785.7686
1201,6779.601272
1202,23789.0123
1203,3179.402282
1204,2835.4594
1205,168253.5396
1206,291320.7827
1207,37766.02811
1208,122033.594
1209,4214.901216
1210,241239.4505
1211,21160.87381
1212,144964.2295
1213,149497.1787
1214,1464.118005
1215,249993.5636
1216,29502.37925
1217,98460.75629
1218,49928.44104
1219,2189.350913
1220,171979.0965
1221,73027.26863
1222,4475.867497
1223,70711.39107
1224,128544.0226
1225,213040.6304
1226,203783.0364
1227,1370.331176
1228,66945.44215
1229,73332.95296
1230,152226.2545
1231,1692.148588
1232,3972.386068
1233,4227.534146
1234,131542.2058
1235,2946.732111
1236,97642.50601
1237,181420.4165
1238,968.6584207
1239,99300.49106
1240,2551.912354
1241,84696.58467
1242,110976.4545
1243,111549.5065
1244,19020.66953
1245,-2036.262712
1246,173216.5087
1247,222800.6904
1248,-8570.703808
1249,54420.67641
1250,16384.16238
1251,173386.7927
1252,59971.89114
1253,154798.0233
1254,2662.519684
1255,67.77384893
1256,106815.5464
1257,189989.0319
1258,2160.293222
1259,3429.247571
1260,492.3735245
1261,212709.3767
1262,-1533.826464
1263,30053.71039
1264,32926.92907
1265,-1540.24787
1266,231059.9284
1267,175353.4506
1268,125066.909
1269,5824.648253
1270,109792.5081
1271,89168.57158
1272,609.0946767
1273,197873.323
1274,115869.5571
1275,4045.909553
1276,2256.928124
1277,754.0519793
1278,857.9693544
1279,164887.9331
1280,103469.7251
1281,6233.494036
1282,248284.9839
1283,113977.5053
1284,167988.3835
1285,123400.3833
1286,102367.9134
1287,120404.9881
1288,58107.28425
1289,178641.2989
1290,357.700941
1291,13674.25816
1292,94806.76596
1293,111703.273
1294,148197.5194
1295,97031.59253
1296,2891.202415
1297,160292.8285
1298,6919.036528
1299,1634.46255
1300,117714.5356
1301,194381.1313
1302,105767.7283
1303,407.3084021
1304,37577.68321
1305,67184.28533
1306,96991.28433
1307,2784.14557
1308,35105.44341
1309,119578.9259
1310,117.2117731
1311,93560.61511
1312,60567.9248
1313,200540.6952
1314,181212.6786
1315,141766.4798
1316,181590.0152
1317,216245.9373
1318,76885.62076
1319,69233.29354
1320,48156.68635
1321,9246.648622
1322,181544.4176
1323,3850.506807
1324,47587.51167
1325,130041.3207
1326,70077.31509
1327,96632.61017
1328,254196.8102
1329,11034.98532
1330,46469.71268
1331,98677.89604
1332,160510.1276
1333,74126.08866
1334,146166.9442
1335,85403.39869
1336,117740.8757
1337,117745.1478
1338,47259.88118
1339,3050.314346
1340,180668.1437
1341,77388.61949
1342,4001.289277
1343,178313.9007
1344,111780.5418
1345,4673.803845
1346,42989.6144
1347,49485.32096
1348,5042.626123
1349,1024.922938
1350,8601.599745
1351,86168.07958
1352,201646.7416
1353,97876.8509
1354,8519.910996
1355,339369.0794
1356,21267.9815
1357,206734.5648
1358,996.9990073
1359,134774.2799
1360,137389.5432
1361,26540.34665
1362,168766.2103
1363,62491.77562
1364,60157.1316
1365,-1493.713039
1366,28384.19603
1367,77621.47783
1368,130207.4072
1369,3529.992424
1370,-1162.593015
1371,4707.132444
1372,143131.3447
1373,223362.5705
1374,3948.038309
1375,170039.4661
1376,91255.78191
1377,201846.9885
1378,5367.732284
1379,124850.5196
1380,2430.337482
1381,22419.44502
1382,19699.85834
1383,155252.2564
1384,230199.3029
1385,81305.21019
1386,16997.63171
1387,-3337.967356
1388,129160.3775
1389,91810.69647
1390,96236.68646
1391,21526.55241
1392,13006.45261
1393,111350.5221
1394,126923.974
1395,98574.74555
1396,218044.6553
1397,94233.2187
1398,132540.5901
1399,140197.3363
1400,12087.04726
1401,45798.2336
1402,107849.5801
1403,5942.183385
1404,57143.31556
1405,54602.38734
1406,183722.4021
1407,33272.80166
1408,66231.69855
1409,8030.137914
1410,91383.4351
1411,112277.3653
1412,83064.14692
1413,94941.81935
1414,18385.71142
1415,178410.179
1416,126960.0679
1417,71791.08937
1418,70963.06457
1419,5839.404306
1420,170990.2574
1421,147562.8194
1422,3743.533368
1423,13624.81674
1424,3004.579396
1425,30638.13502
1426,14427.57156
1427,155811.3669
1428,96383.1507
1429,151101.0365
1430,11446.06773
1431,196666.6632
1432,117044.0341
1433,142291.437
1434,288105.0608
1435,33270.69998
1436,143863.3363
1437,182500.288
1438,35972.4913
1439,114710.192
1440,2684.061894
1441,5195.380728
1442,4390.516344
1443,4392.985608
1444,327305.9327
1445,58280.61617
1446,2949.933149
1447,13915.66097
1448,125282.677
1449,81363.89104
1450,109594.6105
1451,105400.6718
1452,44020.36212
1453,86722.29901
1454,128114.7882
1455,96078.58227
1456,38929.7757
1457,-2904.417966
1458,115828.4463
1459,101628.6526
1460,107115.7679
1461,12820.06933
1462,3199.771499
1463,107599.5578
1464,162046.0364
1465,90353.77348
1466,20511.16946
1467,40135.06491
1468,122938.4602
1469,69563.46576
1470,10295.7556
1471,4154.310099
1472,16391.99795
1473,110522.7044
1474,57505.93064
1475,199316.2954
1476,344116.8839
1477,23654.34458
1478,1278.940755
1479,171337.2376
1480,-456.9058435
1481,106084.1006
1482,118655.2708
1483,4855.331243
1484,46946.05484
1485,125424.3799
1486,47941.19933
1487,88584.83401
1488,10068.92753
1489,119882.8964
1490,175470.5779
1491,123806.5621
1492,150834.2686
1493,6213.210945
1494,3480.239751
1495,-2077.533971
1496,3093.611033
1497,154820.5166
1498,-138.434304
1499,62179.11316
1500,158511.8621
1501,2947.703276
1502,91919.22438
1503,305923.7228
1504,-505.4850691
1505,34781.27856
1506,63691.69738
1507,214257.2311
1508,80493.1127
1509,24424.31551
1510,211685.3725
1511,196592.8298
1512,-1139.967167
1513,40287.59273
1514,156404.6444
1515,3792.782013
1516,116848.5762
1517,211528.0828
1518,175486.3622
1519,214996.8815
1520,198641.4092
1521,6134.52523
1522,287266.1491
1523,65507.98438
1524,170215.3103
1525,204226.8042
1526,2220.729356
1527,12086.04761
1528,2398.310798
1529,116211.904
1530,66125.16797
1531,68547.76467
1532,-242.2608081
1533,65460.22122
1534,114781.6723
1535,1270.756883
1536,213508.0483
1537,219214.5785
1538,-4452.405386
1539,-2312.548172
1540,95482.98334
1541,182750.7394
1542,44885.49174
1543,121152.3194
1544,171095.923
1545,136383.1422
1546,170666.2536
1547,53315.16053
1548,93139.05166
1549,98673.40702
1550,120888.208
1551,-1780.47845
1552,44316.63201
1553,-948.7142592
1554,60736.26784
1555,81268.33466
1556,52245.67513
1557,6692.736767
1558,90452.08104
1559,1069.74365
1560,136541.2056
1561,4230.702563
1562,7783.911941
1563,116705.4097
1564,165167.5974
1565,141179.6797
1566,101141.1423
1567,106532.0726
1568,178845.1685
1569,103120.1432
1570,106169.4114
1571,242086.6334
1572,55817.0383
1573,75190.22529
1574,137543.2256
1575,55590.28793
1576,41334.26841
1577,185806.8891
1578,53308.10645
1579,24521.30175
1580,6203.513168
1581,68557.45545
1582,83980.75376
1583,-4912.136492
1584,128103.3662
1585,132880.3387
1586,-8801.478541
1587,83871.62181
1588,229426.8845
1589,168943.189
1590,48502.47714
1591,11184.34379
1592,3427.972769
1593,85987.79613
1594,198170.6804
1595,-26.05477923
1596,-4410.138688
1597,108783.0101
1598,113639.2685
1599,147120.1387
1600,-2019.58684
1601,-3252.582233
1602,2165.328305
1603,42396.92931
1604,116079.551
1605,5866.104777
1606,6086.596765
1607,179091.0273
1608,47431.87857
1609,108810.0294
1610,140122.0588
1611,7549.491061
1612,97224.8883
1613,95815.89805
1614,180729.1512
1615,5252.069344
1616,81709.41936
1617,-2143.395536
1618,232263.3379
1619,117904.8627
1620,178573.5826
1621,91411.10774
1622,195424.5053
1623,70228.04891
1624,172980.2897
1625,155107.6695
1626,148038.511
1627,-5382.378723
1628,111738.3265
1629,122551.2032
1630,-28.63129307
1631,67735.28311
1632,1244.656502
1633,88792.80239
1634,122785.8896
1635,81618.24907
1636,28636.36132
1637,1951.599853
1638,2050.888538
1639,83398.76675
1640,115960.2759
1641,156888.9963
1642,601.4875099
1643,9529.629634
1644,185266.7569
1645,2716.422572
1646,232969.9421
1647,131467.9514
1648,126734.5026
1649,26556.17652
1650,36198.89828
1651,61354.93606
1652,-2562.953716
1653,99270.69971
1654,187119.9031
1655,100259.7045
1656,-53.26771007
1657,20434.29793
1658,86475.47954
1659,-364.2948647
